#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A18754
#Date Time: 2024-04-21 21:35:55.488
#Sample rate: 126904Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2.51 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 50 mV/div Offset: -2.5 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 50 mV/div Offset: -2.5 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Square
#Frequency: 65 Hz
#Period: 15.3846154 ms
#Amplitude: 50 mV
#Offset: 2.5 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.04046609546954431,2.54254973705295,2.509308251433224
-0.0404582154695443,2.542213486185294,2.509308251433224
-0.0404503354695443,2.54254973705295,2.509308251433224
-0.0404424554695443,2.542213486185294,2.509308251433224
-0.04043457546954431,2.542213486185294,2.508972405598528
-0.0404266954695443,2.542885987920605,2.509308251433224
-0.0404188154695443,2.54254973705295,2.509308251433224
-0.0404109354695443,2.54254973705295,2.508972405598528
-0.04040305546954431,2.542885987920605,2.509644097267921
-0.0403951754695443,2.542213486185294,2.509644097267921
-0.0403872954695443,2.542213486185294,2.509308251433224
-0.0403794154695443,2.54254973705295,2.509308251433224
-0.04037153546954431,2.54254973705295,2.509644097267921
-0.0403636554695443,2.54254973705295,2.509644097267921
-0.0403557754695443,2.542885987920605,2.509644097267921
-0.0403478954695443,2.541877235317639,2.509644097267921
-0.04034001546954431,2.542549737052949,2.509979943102619
-0.0403321354695443,2.541877235317639,2.509979943102619
-0.0403242554695443,2.54254973705295,2.509644097267921
-0.0403163754695443,2.542213486185294,2.509979943102619
-0.04030849546954431,2.54254973705295,2.509979943102619
-0.0403006154695443,2.54254973705295,2.510315788937316
-0.0402927354695443,2.54254973705295,2.509979943102619
-0.0402848554695443,2.54254973705295,2.509979943102619
-0.04027697546954431,2.54254973705295,2.509979943102619
-0.0402690954695443,2.54254973705295,2.510315788937316
-0.0402612154695443,2.54254973705295,2.510315788937316
-0.0402533354695443,2.54254973705295,2.510315788937316
-0.04024545546954431,2.54254973705295,2.510315788937316
-0.0402375754695443,2.542885987920605,2.510315788937316
-0.0402296954695443,2.54254973705295,2.510651634772012
-0.0402218154695443,2.54254973705295,2.510315788937316
-0.04021393546954431,2.54254973705295,2.510651634772012
-0.0402060554695443,2.54254973705295,2.510315788937316
-0.0401981754695443,2.542885987920605,2.510315788937316
-0.04019029546954431,2.542885987920605,2.510651634772012
-0.04018241546954431,2.54254973705295,2.510651634772012
-0.0401745354695443,2.542213486185294,2.510651634772012
-0.0401666554695443,2.54254973705295,2.510651634772012
-0.04015877546954431,2.542885987920605,2.510315788937316
-0.04015089546954431,2.54254973705295,2.510651634772012
-0.0401430154695443,2.54254973705295,2.510315788937316
-0.0401351354695443,2.542213486185295,2.510315788937316
-0.04012725546954431,2.542885987920604,2.510651634772012
-0.04011937546954431,2.54254973705295,2.510315788937316
-0.0401114954695443,2.542885987920605,2.510315788937316
-0.0401036154695443,2.542213486185294,2.510651634772012
-0.04009573546954431,2.54254973705295,2.510651634772012
-0.0400878554695443,2.542213486185294,2.510651634772012
-0.0400799754695443,2.54254973705295,2.510315788937316
-0.0400720954695443,2.542213486185294,2.510651634772012
-0.04006421546954431,2.54254973705295,2.51098748060671
-0.0400563354695443,2.54254973705295,2.510651634772012
-0.0400484554695443,2.542885987920605,2.510651634772012
-0.0400405754695443,2.54254973705295,2.510651634772012
-0.04003269546954431,2.54254973705295,2.510651634772012
-0.0400248154695443,2.542885987920605,2.510651634772012
-0.0400169354695443,2.54254973705295,2.510651634772012
-0.0400090554695443,2.542213486185294,2.510651634772012
-0.04000117546954431,2.54254973705295,2.510651634772012
-0.0399932954695443,2.54254973705295,2.510651634772012
-0.0399854154695443,2.542885987920605,2.51098748060671
-0.0399775354695443,2.54254973705295,2.51098748060671
-0.03996965546954431,2.542213486185294,2.51098748060671
-0.0399617754695443,2.542213486185294,2.51098748060671
-0.0399538954695443,2.542885987920605,2.51098748060671
-0.0399460154695443,2.54254973705295,2.510651634772012
-0.03993813546954431,2.54254973705295,2.51098748060671
-0.0399302554695443,2.54254973705295,2.51098748060671
-0.0399223754695443,2.54254973705295,2.51098748060671
-0.0399144954695443,2.542885987920605,2.511323326441407
-0.03990661546954431,2.54254973705295,2.51098748060671
-0.0398987354695443,2.54322223878826,2.511323326441407
-0.0398908554695443,2.54254973705295,2.511323326441407
-0.0398829754695443,2.54254973705295,2.51098748060671
-0.03987509546954431,2.542213486185294,2.51098748060671
-0.0398672154695443,2.54254973705295,2.51098748060671
-0.0398593354695443,2.54254973705295,2.511323326441407
-0.03985145546954431,2.54254973705295,2.511323326441407
-0.03984357546954431,2.542213486185294,2.51098748060671
-0.0398356954695443,2.54254973705295,2.511323326441407
-0.0398278154695443,2.542213486185294,2.511323326441407
-0.03981993546954431,2.54254973705295,2.511323326441407
-0.03981205546954431,2.542213486185294,2.511323326441407
-0.0398041754695443,2.54254973705295,2.511323326441407
-0.0397962954695443,2.54254973705295,2.51098748060671
-0.03978841546954431,2.54254973705295,2.511323326441407
-0.03978053546954431,2.54254973705295,2.511323326441407
-0.0397726554695443,2.542885987920605,2.511323326441407
-0.0397647754695443,2.542885987920605,2.511659172276104
-0.03975689546954431,2.54254973705295,2.511323326441407
-0.0397490154695443,2.54254973705295,2.511659172276104
-0.0397411354695443,2.54254973705295,2.511659172276104
-0.0397332554695443,2.54254973705295,2.511323326441407
-0.03972537546954431,2.54254973705295,2.511659172276104
-0.0397174954695443,2.54254973705295,2.511659172276104
-0.0397096154695443,2.541877235317639,2.511659172276104
-0.0397017354695443,2.542885987920604,2.511995018110801
-0.03969385546954431,2.542213486185295,2.511659172276104
-0.0396859754695443,2.54322223878826,2.511995018110801
-0.0396780954695443,2.542213486185294,2.511659172276104
-0.0396702154695443,2.542885987920605,2.511659172276104
-0.03966233546954431,2.542885987920605,2.511659172276104
-0.0396544554695443,2.542885987920605,2.511995018110801
-0.0396465754695443,2.54254973705295,2.511659172276104
-0.0396386954695443,2.542885987920605,2.511659172276104
-0.03963081546954431,2.54254973705295,2.511659172276104
-0.0396229354695443,2.54254973705295,2.511995018110801
-0.0396150554695443,2.54254973705295,2.511995018110801
