#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A18754
#Date Time: 2024-04-21 21:01:35.594
#Sample rate: 48169.6Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 3.5 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: -2.2 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: -1.8 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Square
#Frequency: 50 Hz
#Period: 20 ms
#Amplitude: 2 V
#Offset: 2.5 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.04492394931797525,0.4724702731209243,0.02861630414197092
-0.04490318931797525,0.4724702731209243,0.02861630414197092
-0.04488242931797525,0.4724702731209243,0.02861630414197092
-0.04486166931797524,0.4724702731209243,0.02861630414197092
-0.04484090931797525,0.4724702731209243,0.02861630414197092
-0.04482014931797525,0.4724702731209243,0.02492502871267011
-0.04479938931797525,0.4724702731209243,0.02861630414197092
-0.04477862931797525,0.4724702731209243,0.02492502871267011
-0.04475786931797526,0.4724702731209243,0.02492502871267011
-0.04473710931797525,0.4724702731209243,0.02492502871267011
-0.04471634931797525,0.4724702731209243,0.02492502871267011
-0.04469558931797524,0.4724702731209243,0.02123375328336952
-0.04467482931797525,0.4724702731209243,0.02123375328336952
-0.04465406931797525,0.4724702731209243,0.02123375328336952
-0.04463330931797525,0.4724702731209243,0.02123375328336952
-0.04461254931797525,0.4724702731209243,0.02123375328336952
-0.04459178931797524,0.4724702731209243,0.02123375328336784
-0.04457102931797525,0.4724702731209243,0.01754247785406871
-0.04455026931797525,0.4724702731209243,0.02123375328336952
-0.04452950931797525,0.4724702731209243,0.01754247785406871
-0.04450874931797525,0.4724702731209243,0.01754247785406871
-0.04448798931797526,0.4724702731209243,0.01754247785406871
-0.04446722931797525,0.4724702731209243,0.01754247785406871
-0.04444646931797525,0.4724702731209243,0.01754247785406871
-0.04442570931797524,0.4724702731209243,0.01754247785406871
-0.04440494931797525,0.4724702731209243,0.01754247785406871
-0.04438418931797525,0.4724702731209243,0.01754247785406871
-0.04436342931797525,0.4687725604872719,0.01754247785406871
-0.04434266931797525,0.4724702731209243,0.01754247785406871
-0.04432190931797524,0.4724702731209226,0.01754247785406871
-0.04430114931797525,0.4687725604872719,0.01754247785406871
-0.04428038931797525,0.4724702731209243,0.01754247785406871
-0.04425962931797525,0.4724702731209243,0.01754247785406871
-0.04423886931797525,0.4724702731209243,0.02123375328336952
-0.04421810931797526,0.4724702731209243,0.02123375328336952
-0.04419734931797525,0.4724702731209243,0.02123375328336952
-0.04417658931797525,0.4724702731209243,0.01754247785406871
-0.04415582931797524,0.4724702731209243,0.02123375328336784
-0.04413506931797525,0.4724702731209243,0.01754247785406871
-0.04411430931797525,0.4724702731209243,0.01754247785406871
-0.04409354931797525,0.4724702731209243,0.01754247785406871
-0.04407278931797525,0.4724702731209243,0.02123375328336952
-0.04405202931797524,0.4687725604872736,0.02123375328336952
-0.04403126931797525,0.4724702731209243,0.02123375328336952
-0.04401050931797525,0.4724702731209243,0.02123375328336952
-0.04398974931797524,0.4724702731209243,0.01754247785406871
-0.04396898931797525,0.4724702731209243,0.01754247785406871
-0.04394822931797526,0.4724702731209243,0.01754247785406871
-0.04392746931797525,0.4724702731209243,0.01754247785406871
-0.04390670931797525,0.4724702731209243,0.01754247785406871
-0.04388594931797524,0.4724702731209243,0.01754247785406871
-0.04386518931797525,0.4724702731209243,0.01754247785406871
-0.04384442931797525,0.4724702731209243,0.01754247785406871
-0.04382366931797525,0.4687725604872719,0.01754247785406871
-0.04380290931797525,0.4724702731209243,0.01754247785406871
-0.04378214931797524,0.4724702731209243,0.01754247785406871
-0.04376138931797525,0.4724702731209243,0.01754247785406871
-0.04374062931797525,0.4724702731209243,0.01754247785406871
-0.04371986931797524,0.4724702731209243,0.01754247785406871
-0.04369910931797525,0.4724702731209243,0.01754247785406871
-0.04367834931797526,0.4724702731209243,0.01754247785406871
-0.04365758931797525,0.4724702731209243,0.01754247785406871
-0.04363682931797525,0.4724702731209243,0.01754247785406871
-0.04361606931797524,0.4724702731209243,0.01754247785406871
-0.04359530931797525,0.4724702731209243,0.01754247785406871
-0.04357454931797525,0.4724702731209243,0.01754247785406871
-0.04355378931797525,0.4724702731209243,0.01754247785406871
-0.04353302931797525,0.4724702731209243,0.01754247785406871
-0.04351226931797526,0.4724702731209243,0.01754247785406871
-0.04349150931797525,0.4724702731209243,0.01754247785406871
-0.04347074931797525,0.4724702731209243,0.01754247785406871
-0.04344998931797524,0.4724702731209243,0.0138512024247698
-0.04342922931797525,0.4724702731209243,0.01754247785406871
-0.04340846931797526,0.4724702731209243,0.01754247785406871
-0.04338770931797525,0.4724702731209243,0.01754247785406871
-0.04336694931797525,0.4724702731209243,0.01754247785406871
-0.04334618931797524,0.4724702731209243,0.0138512024247698
-0.04332542931797525,0.4724702731209243,0.01754247785406871
-0.04330466931797525,0.4724702731209243,0.01754247785406871
-0.04328390931797525,0.4724702731209243,0.01754247785406871
-0.04326314931797525,0.4724702731209243,0.01754247785406871
-0.04324238931797526,0.4724702731209243,0.01754247785406871
-0.04322162931797525,0.4724702731209243,0.01754247785406871
-0.04320086931797525,0.4724702731209243,0.02123375328336952
-0.04318010931797524,0.4724702731209243,0.01754247785406871
-0.04315934931797525,0.4724702731209243,0.01754247785406871
